Major Categories	2nd-tier	3rd-tier	Example
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	gardening
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	collecting eggs, honey
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	doing yard work
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	planting tomatoes
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	trimming branches/hedges
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	digging in the vegetable garden
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	pruning shrubs/flowers
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	laying paving stones
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	picking up branches, twigs
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	fertilizing garden
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	raking leaves
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	planting beans
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	blowing leaves
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	planting fruit tree
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	planting
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	pruning tree
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	mulching
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	putting snail killer around vegetables
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	watering houseplants
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	sowing flower or vegetable seeds
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	weeding
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	spraying fruit trees
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	cutting the grass
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	spraying rose bushes
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	mowing the lawn
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	tying up tomatoes
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	edging
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	putting pesticides on lawn
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	adding chemicals to lawn
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	turning sprinkler on or off
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	fertilizing the lawn
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	watering outdoor plants
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	spreading mulch
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	hunting mushrooms
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	watering lawn/garden
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	weeding vegetable garden
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	seeding
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	weeding flower garden
02 Household Activities	05 Lawn, Garden, and Houseplants	01 Lawn, garden, and houseplant care	planting fruit and vegetables
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	adding chemicals to pool
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	draining pool
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	chlorinating the pool
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	filling the pool
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	cleaning the pond, pool, hot tub
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	adding chemicals to hot tub
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	putting in a pond, pool, hot tub
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	testing ph in water
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	repairing pond, pool, hot tub
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	turning on/off the hot tub
02 Household Activities	05 Lawn, Garden, and Houseplants	02 Ponds, pools, and hot tubs	winterizing pool
02 Household Activities	05 Lawn, Garden, and Houseplants	99 Lawn and garden, n.e.c.*	#N/A
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	caring for household pets
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	bathing dog
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	cleaning up after pets
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	changing dog's water
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	watching kittens/puppies being born
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding rabbit
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding/watering pets
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding birds
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	petting animals
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	grooming pets
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	clipping cat's claws
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding fish
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	adopting a pet
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	grooming horse
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	visiting an animal shelter to select pet
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding guinea pig
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	clipping dog's nails
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	brushing dog
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	cleaning the litter box
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	tending a wounded bird
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	providing medical care to pets
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding a stray
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	burying animals
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding a raccoon
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding ducks
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	caring for an orphaned animal
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding the dog
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	nursing a sick animal
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	filling the bird feeder
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding squirrels
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding horses
02 Household Activities	06 Animals and Pets	01 Care for animals and pets (not veterinary care)	feeding cat
02 Household Activities	06 Animals and Pets	02 Walking / exercising / playing with animals	exercising pets
02 Household Activities	06 Animals and Pets	02 Walking / exercising / playing with animals	playing with animals
02 Household Activities	06 Animals and Pets	02 Walking / exercising / playing with animals	taking pets for a walk
02 Household Activities	06 Animals and Pets	02 Walking / exercising / playing with animals	playing with the dog
02 Household Activities	06 Animals and Pets	02 Walking / exercising / playing with animals	walking the dog
02 Household Activities	06 Animals and Pets	99 Pet and animal care, n.e.c.*	#N/A
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	changing oil
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	changing wheel on motorcycle
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	adding oil
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	putting new chain on bicycle
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	putting air in tires
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	filling brake fluid
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	charging battery
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	checking battery
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	filling radiator
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	restoring car
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	changing spark plugs
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	checking tire pressure
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	washing/waxing cars or other vehicles
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	cleaning boat
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	replacing vehicle headlights
02 Household Activities	07 Vehicles	01 Vehicle repair and maintenance (by self)	fixing bike
